reference,date,repository,filename,score,value,comment_cleaned,sentiment
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/Assert.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Protectable.java,4.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/Protectable.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/Test.java,5.0,1,Counts number test cases run test Counts the number of test case that will be run by this test,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/Test.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestCase.java,8.0,1,test case defines fixture run multiple tests To define test case 1 implement subclass TestCase 2 define instance variables store state fixture 3 initialize fixture state overriding setUp 4 cleanup test overriding tearDown Each test runs fixture side effects among test runs Here example public class MathTest extends TestCase protected double fValue1 protected double fValue2 protected void setUp fValue1= 20 fValue2= 30 For test implement method interacts fixture Verify expected results assertions specified calling assertTrue boolean testAdd double result= fValue1 + fValue2 assertTrue result == 50 Once methods defined run The framework supports static type safe dynamic way run test In static way override runTest method define method invoked convenient way anonymous inner class TestCase test= new MathTest add runTest testAdd testrun The dynamic way uses reflection implement runTest It dynamically finds invokes method In case name test case correspond test method run TestCase test= new MathTest testAdd testrun The tests run collected TestSuite JUnit provides different test runners run test suite collect results test runner either expects static method suite entry point get test run extract suite automatically public static Test suite suiteaddTest new MathTest testAdd suiteaddTest new MathTest testDivideByZero return suite see TestResult see TestSuite test case defines the fixture to run multiple test To define a test case 1 implement a subclass of TestCase 2 define instance variable that store the state of the fixture 3 initialize the fixture state by overriding setUp 4 cleanup after a test by overriding tearDown Each test run in it own fixture so there can be no side effect among test run Here is an example public class MathTest extends TestCase protected double fValue1 protected double fValue2 protected void setUp fValue1= 20 fValue2= 30 For each test implement a method which interacts with the fixture Verify the expected result with assertion specified by calling assertTrue with a boolean testAdd double result= fValue1 + fValue2 assertTrue result == 50 Once the method are defined you can run them The framework support both a static type safe and more dynamic way to run a test In the static way you override the runTest method and define the method to be invoked convenient way to do so is with an anonymous inner class TestCase test= new MathTest add runTest testAdd testrun The dynamic way us reflection to implement runTest It dynamically find and invokes a method In this case the name of the test case ha to correspond to the test method to be run TestCase test= new MathTest testAdd testrun The test to be run can be collected into a TestSuite JUnit provides different test runner which can run a test suite and collect the result test runner either expects a static method suite a the entry point to get a test to run or it will extract the suite automatically public static Test suite suiteaddTest new MathTest testAdd suiteaddTest new MathTest testDivideByZero return suite see TestResult see TestSuite,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/TestCase.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestListener.java,3.0,1,An error occurred An error occurred,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/TestListener.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestResult.java,1.5,1,TestResult collects results executing test case It instance Collecting Parameter pattern The test framework distinguishes failures errors failure anticipated checked assertions Errors unanticipated problems like ArrayIndexOutOfBoundsException see Test TestResult collect the result of executing a test case It is an instance of the Collecting Parameter pattern The test framework distinguishes between failure and error failure is anticipated and checked for with assertion Errors are unanticipated problem like an ArrayIndexOutOfBoundsException see Test,-1
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/TestResult.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,framework/TestSuite.java,5.5,1,Returns test fail log warning message Returns a test which will fail and log a warning message,-1
r4.6,2009-04-14,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,framework/TestSuite.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,3.5,1,calling deprecated save method enable compiling 117 calling of the deprecated save method to enable compiling under 117,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,runner/BaseTestRunner.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,14.0,1,custom class loader enables reloading classes test run The class loader configured list package paths excluded loading The loading packages delegated system class loader They shared across test runs The list excluded package paths specified properties file excludedproperties located place TestCaseClassLoader class <b>Known limitation<b> TestCaseClassLoader cannot load classes jar files custom class loader which enables the reloading of class for each test run The class loader can be configured with a list of package path that should be excluded from loading The loading of these package is delegated to the system class loader They will be shared across test run The list of excluded package path is specified in a property file excludedproperties that is located in the same place a the TestCaseClassLoader class <b>Known limitation<b> the TestCaseClassLoader cannot load class from jar file,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,runner/TestCaseClassLoader.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,5.0,1,An interface define test suite loaded An interface to define how a test suite should be loaded,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,runner/TestSuiteLoader.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/SimpleTest.java,3.0,1,avoid warning using result avoid warning for not using result,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,samples/SimpleTest.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/money/Money.java,6.0,1,makes sense void appendTo MoneyBag this make no sense void appendTo MoneyBag m,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,samples/money/Money.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,2.0,1,MoneyBag defers exchange rate conversions For example adding 12 Swiss Francs 14 US Dollars represented bag containing two Monies 12 CHF 14 USD Adding another 10 Swiss francs gives bag 22 CHF 14 USD Due deferred exchange rate conversion later value MoneyBag different exchange rates MoneyBag represented list Monies provides different constructors create MoneyBag MoneyBag defers exchange rate conversion For example adding 12 Swiss Francs to 14 US Dollars is represented a a bag containing the two Monies 12 CHF and 14 USD Adding another 10 Swiss franc give a bag with 22 CHF and 14 USD Due to the deferred exchange rate conversion we can later value a MoneyBag with different exchange rate MoneyBag is represented a a list of Monies and provides different constructor to create a MoneyBag,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
master,2018-02-21,5a932d02b8a9f956ba503603,samples/money/MoneyBag.java,0.0,0,,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,0.0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,4.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/ActiveTestSuite.java,2.0,1,inlined due limitation VAJavaActiveTestSuitesuperrunTest test result inlined due to limitation in VAJavaActiveTestSuitesuperrunTest test result,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,0.0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,4.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,4.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/extensions/TestDecorator.java,2.0,1,Decorator Tests Use TestDecorator base class defining new test decorators Test decorator subclasses introduced add behaviour test run Decorator for Tests Use TestDecorator a the base class for defining new test decorator Test decorator subclass can be introduced to add behaviour before or after a test is run,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,0.0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,6.0,1,Fails test message Fails a test with no message,-1
r4.7,2009-07-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,3.0,1,Fails test message Fails a test with no message,-1
r4.8,2009-12-01,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,3.0,1,Fails test message Fails a test with no message,-1
r4.9,2011-08-22,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,3.0,1,Fails test message Fails a test with no message,-1
r4.10,2011-09-29,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,3.0,1,Fails test message Fails a test with no message,-1
r4.11,2012-11-13,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,6.0,1,set assert methods Messages displayed assert fails set of assert method Messages are only displayed when an assert fails,-1
r4.12,2014-12-04,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,6.5,1,set assert methods Messages displayed assert fails deprecated Please use link orgjunitAssert instead set of assert method Messages are only displayed when an assert fails deprecated Please use link orgjunitAssert instead,-1
master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Assert.java,6.5,1,set assert methods Messages displayed assert fails deprecated Please use link orgjunitAssert instead set of assert method Messages are only displayed when an assert fails deprecated Please use link orgjunitAssert instead,-1
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,0.0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,4.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,4.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Protectable.java,2.0,1,Protectable run throw Throwable see TestResult Protectable can be run and can throw a Throwable see TestResult,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,0.0,0,,0
r4.6,2009-04-14,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,4.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.7,2009-07-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.8,2009-12-01,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.9,2011-08-22,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.10,2011-09-29,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.11,2012-11-13,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,4.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r4.12,2014-12-04,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
master,2018-02-21,5a932d02b8a9f956ba503603,src/main/java/junit/framework/Test.java,2.0,1,Test run collect results see TestResult Test can be run and collect it result see TestResult,0
r3.8.2,2004-12-28,5a932d02b8a9f956ba503603,src/main/java/junit/framework/TestCase.java,0.0,0,,0
